dataset,method,gamma,accuracy,runtime_s,train_size,test_size,n_classes
Ham,sdtw_div,0.5,0.7619047619047619,71.88528823852539,109,105,2
Trace,sharp_sdtw_div,3.0,0.76,20.157464027404785,100,100,4
Trace,sdtw_div,5.0,0.73,11.391551733016968,100,100,4
Trace,sharp_sdtw_div,5.0,0.75,18.59168267250061,100,100,4
Epilepsy2,sharp_sdtw_div,10.0,0.7612959719789842,58.17153286933899,80,11420,2
Trace,sdtw_div,7.0,0.73,11.514863729476929,100,100,4
Trace,sharp_sdtw_div,7.0,0.73,32.95600390434265,100,100,4
Trace,sdtw_div,10.0,0.73,12.055919408798218,100,100,4
Trace,sharp_sdtw_div,10.0,0.73,9.844156742095947,100,100,4
CricketX,sharp_sdtw_div,7.0,0.5230769230769231,283.7612645626068,390,390,12
TwoLeadECG,sdtw_div,0.5,0.7857769973661106,1.3006868362426758,23,1139,2
TwoLeadECG,sharp_sdtw_div,0.5,0.8419666374012291,1.6949007511138916,23,1139,2
TwoLeadECG,sdtw_div,1.0,0.7682177348551361,1.2269093990325928,23,1139,2
TwoLeadECG,sharp_sdtw_div,1.0,0.8182616330114135,1.547469139099121,23,1139,2
TwoLeadECG,sdtw_div,3.0,0.7190517998244074,1.236344337463379,23,1139,2
TwoLeadECG,sharp_sdtw_div,3.0,0.7682177348551361,1.3933095932006836,23,1139,2
TwoLeadECG,sdtw_div,5.0,0.6918349429323969,1.2490730285644531,23,1139,2
TwoLeadECG,sharp_sdtw_div,5.0,0.7489025460930641,1.410818576812744,23,1139,2
TwoLeadECG,sdtw_div,7.0,0.6733977172958736,1.2409751415252686,23,1139,2
TwoLeadECG,sharp_sdtw_div,7.0,0.746268656716418,1.410836935043335,23,1139,2
TwoLeadECG,sdtw_div,10.0,0.6496927129060579,1.246305227279663,23,1139,2
TwoLeadECG,sharp_sdtw_div,10.0,0.7251975417032485,1.409045934677124,23,1139,2
TwoPatterns,sdtw_div,0.5,0.96475,55.48145508766174,1000,4000,4
Ham,sharp_sdtw_div,0.5,0.7428571428571429,188.01924300193787,109,105,2
Ham,sdtw_div,1.0,0.7523809523809524,58.45489287376404,109,105,2
CricketX,sdtw_div,10.0,0.4384615384615384,152.32308340072632,390,390,12
TwoPatterns,sharp_sdtw_div,0.5,0.96675,94.32218933105467,1000,4000,4
TwoPatterns,sdtw_div,1.0,0.92975,59.77354574203491,1000,4000,4
Ham,sharp_sdtw_div,1.0,0.7428571428571429,176.34796953201294,109,105,2
TwoPatterns,sharp_sdtw_div,1.0,0.96125,104.65512442588806,1000,4000,4
Ham,sdtw_div,3.0,0.7428571428571429,26.5307891368866,109,105,2
TwoPatterns,sdtw_div,3.0,0.696,55.38007593154907,1000,4000,4
Ham,sharp_sdtw_div,3.0,0.7142857142857143,68.96358585357666,109,105,2
CricketX,sharp_sdtw_div,10.0,0.5025641025641026,277.6730811595917,390,390,12
Ham,sdtw_div,5.0,0.7523809523809524,25.30190706253052,109,105,2
TwoPatterns,sharp_sdtw_div,3.0,0.87775,91.83851480484007,1000,4000,4
Ham,sharp_sdtw_div,5.0,0.7428571428571429,91.6155333518982,109,105,2
TwoPatterns,sdtw_div,5.0,0.62025,58.53618836402893,1000,4000,4
Ham,sdtw_div,7.0,0.7428571428571429,20.19495677947998,109,105,2
CricketY,sdtw_div,0.5,0.5641025641025641,154.70496344566345,390,390,12
Ham,sharp_sdtw_div,7.0,0.7238095238095238,58.83208608627319,109,105,2
Ham,sdtw_div,10.0,0.7523809523809524,16.360862016677856,109,105,2
TwoPatterns,sharp_sdtw_div,5.0,0.807,91.73767495155334,1000,4000,4
Ham,sharp_sdtw_div,10.0,0.7333333333333333,38.98785424232483,109,105,2
Herring,sdtw_div,0.5,0.625,15.638013124465942,64,64,2
TwoPatterns,sdtw_div,7.0,0.58025,59.92870044708252,1000,4000,4
Herring,sharp_sdtw_div,0.5,0.625,52.199756383895874,64,64,2
Herring,sdtw_div,1.0,0.625,14.493157148361206,64,64,2
TwoPatterns,sharp_sdtw_div,7.0,0.78825,88.56208920478821,1000,4000,4
Herring,sharp_sdtw_div,1.0,0.625,35.038249015808105,64,64,2
Herring,sdtw_div,3.0,0.671875,14.070152044296265,64,64,2
Herring,sharp_sdtw_div,3.0,0.640625,26.040838718414307,64,64,2
Herring,sdtw_div,5.0,0.65625,11.945147275924684,64,64,2
TwoPatterns,sdtw_div,10.0,0.466,56.40265917778015,1000,4000,4
Herring,sharp_sdtw_div,5.0,0.625,25.88846111297608,64,64,2
Herring,sdtw_div,7.0,0.640625,11.935824632644652,64,64,2
Herring,sharp_sdtw_div,7.0,0.640625,22.91286373138428,64,64,2
Herring,sdtw_div,10.0,0.640625,11.916916370391846,64,64,2
CricketY,sharp_sdtw_div,0.5,0.5512820512820513,321.40289211273193,390,390,12
TwoPatterns,sharp_sdtw_div,10.0,0.7145,80.01259994506836,1000,4000,4
CricketZ,sdtw_div,0.5,0.558974358974359,114.17043328285216,390,390,12
Herring,sharp_sdtw_div,10.0,0.65625,21.12667226791382,64,64,2
ItalyPowerDemand,sdtw_div,0.5,0.8824101068999028,0.343693733215332,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,0.5,0.793974732750243,0.4208087921142578,67,1029,2
ItalyPowerDemand,sdtw_div,1.0,0.9047619047619048,0.3331022262573242,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,1.0,0.8736637512147716,0.4419050216674804,67,1029,2
ItalyPowerDemand,sdtw_div,3.0,0.8940719144800777,0.3176658153533935,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,3.0,0.8960155490767736,0.4689168930053711,67,1029,2
ItalyPowerDemand,sdtw_div,5.0,0.8892128279883382,0.2573926448822021,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,5.0,0.8940719144800777,0.4104213714599609,67,1029,2
ItalyPowerDemand,sdtw_div,7.0,0.8862973760932945,0.2528715133666992,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,7.0,0.8979591836734694,0.3934307098388672,67,1029,2
ItalyPowerDemand,sdtw_div,10.0,0.8843537414965986,0.2440941333770752,67,1029,2
ItalyPowerDemand,sharp_sdtw_div,10.0,0.8892128279883382,0.3206567764282226,67,1029,2
Lightning2,sdtw_div,0.5,0.6229508196721312,69.81244421005249,60,61,2
Wafer,sdtw_div,0.5,0.6719662556781311,90.04601192474365,1000,6164,2
CricketY,sdtw_div,1.0,0.5512820512820513,166.79415440559387,390,390,12
CricketZ,sharp_sdtw_div,0.5,0.5769230769230769,185.05341148376465,390,390,12
Wafer,sharp_sdtw_div,0.5,0.8578844905905256,167.78227996826172,1000,6164,2
Lightning2,sharp_sdtw_div,0.5,0.6229508196721312,176.15996479988098,60,61,2
CricketZ,sdtw_div,1.0,0.5615384615384615,113.35894107818604,390,390,12
Wafer,sdtw_div,1.0,0.6838092147955873,79.96845579147339,1000,6164,2
Lightning2,sdtw_div,1.0,0.6557377049180327,101.67763948440552,60,61,2
CricketY,sharp_sdtw_div,1.0,0.5384615384615384,270.727037191391,390,390,12
CricketZ,sharp_sdtw_div,1.0,0.5333333333333333,170.5415861606598,390,390,12
Wafer,sharp_sdtw_div,1.0,0.8541531473069436,164.18702292442322,1000,6164,2
Lightning2,sharp_sdtw_div,1.0,0.639344262295082,215.94490122795105,60,61,2
Wafer,sdtw_div,3.0,0.6922452952628163,83.71921634674072,1000,6164,2
CricketZ,sdtw_div,3.0,0.5435897435897435,117.99104619026184,390,390,12
CricketY,sdtw_div,3.0,0.5384615384615384,173.59762144088745,390,390,12
Lightning2,sdtw_div,3.0,0.639344262295082,97.13886880874634,60,61,2
Wafer,sharp_sdtw_div,3.0,0.9161258922777418,149.8000421524048,1000,6164,2
CricketZ,sharp_sdtw_div,3.0,0.5846153846153846,173.28716921806335,390,390,12
Wafer,sdtw_div,5.0,0.6890006489292667,93.52824854850768,1000,6164,2
CricketY,sharp_sdtw_div,3.0,0.5615384615384615,276.2895905971527,390,390,12
CricketZ,sdtw_div,5.0,0.5282051282051282,120.83021450042725,390,390,12
Lightning2,sharp_sdtw_div,3.0,0.6557377049180327,236.6611728668213,60,61,2
Wafer,sharp_sdtw_div,5.0,0.6998702141466581,142.43560314178467,1000,6164,2
Lightning2,sdtw_div,5.0,0.6721311475409836,103.74029231071472,60,61,2
CricketY,sdtw_div,5.0,0.5153846153846153,171.55328464508057,390,390,12
CricketZ,sharp_sdtw_div,5.0,0.5897435897435898,167.94842052459717,390,390,12
Wafer,sdtw_div,7.0,0.6849448410123297,90.40925121307372,1000,6164,2
CricketZ,sdtw_div,7.0,0.4923076923076923,114.91409301757812,390,390,12
Wafer,sharp_sdtw_div,7.0,0.7162556781310837,136.9887912273407,1000,6164,2
Lightning2,sharp_sdtw_div,5.0,0.6065573770491803,193.3303635120392,60,61,2
Wafer,sdtw_div,10.0,0.6778066190785205,44.10861992835999,1000,6164,2
Lightning2,sdtw_div,7.0,0.7377049180327869,94.66377663612366,60,61,2
CricketY,sharp_sdtw_div,5.0,0.5487179487179488,281.442852973938,390,390,12
CricketZ,sharp_sdtw_div,7.0,0.5948717948717949,177.09618616104126,390,390,12
Wafer,sharp_sdtw_div,10.0,0.7087929915639195,137.3994529247284,1000,6164,2
Wine,sdtw_div,0.5,0.5555555555555556,1.6210272312164309,57,54,2
Wine,sharp_sdtw_div,0.5,0.6111111111111112,15.668339014053345,57,54,2
Wine,sdtw_div,1.0,0.5555555555555556,1.3322677612304688,57,54,2
Wine,sharp_sdtw_div,1.0,0.5555555555555556,2.3001701831817627,57,54,2
Wine,sdtw_div,3.0,0.5555555555555556,1.2009007930755615,57,54,2
Wine,sharp_sdtw_div,3.0,0.5555555555555556,1.7436115741729736,57,54,2
Wine,sdtw_div,5.0,0.5555555555555556,1.2000043392181396,57,54,2
Wine,sharp_sdtw_div,5.0,0.5555555555555556,1.7412235736846924,57,54,2
Wine,sdtw_div,7.0,0.5555555555555556,1.198418140411377,57,54,2
Wine,sharp_sdtw_div,7.0,0.5555555555555556,1.7403264045715332,57,54,2
Wine,sdtw_div,10.0,0.5555555555555556,1.200199842453003,57,54,2
Wine,sharp_sdtw_div,10.0,0.5555555555555556,1.5693581104278564,57,54,2
CricketZ,sdtw_div,10.0,0.4692307692307692,114.5400731563568,390,390,12
CricketY,sdtw_div,7.0,0.5025641025641026,168.59384083747864,390,390,12
WordSynonyms,sdtw_div,0.5,0.5219435736677116,135.98240184783936,267,638,25
Lightning2,sharp_sdtw_div,7.0,0.6885245901639344,287.0329840183258,60,61,2
CricketZ,sharp_sdtw_div,10.0,0.5666666666666667,179.53379702568054,390,390,12
DiatomSizeReduction,sdtw_div,0.5,0.8790849673202614,10.717722654342651,16,306,4
DiatomSizeReduction,sharp_sdtw_div,0.5,0.8366013071895425,12.428993940353394,16,306,4
DiatomSizeReduction,sdtw_div,1.0,0.915032679738562,10.617315769195557,16,306,4
DiatomSizeReduction,sharp_sdtw_div,1.0,0.8464052287581699,12.234511852264404,16,306,4
Lightning2,sdtw_div,10.0,0.7213114754098361,106.83306837081908,60,61,2
DiatomSizeReduction,sdtw_div,3.0,0.9477124183006536,10.89558744430542,16,306,4
DiatomSizeReduction,sharp_sdtw_div,3.0,0.8823529411764706,12.38531732559204,16,306,4
DiatomSizeReduction,sdtw_div,5.0,0.9673202614379084,10.88786768913269,16,306,4
DiatomSizeReduction,sharp_sdtw_div,5.0,0.915032679738562,12.382527828216553,16,306,4
DiatomSizeReduction,sdtw_div,7.0,0.9673202614379084,10.885650396347046,16,306,4
DiatomSizeReduction,sharp_sdtw_div,7.0,0.931372549019608,12.393131494522097,16,306,4
DiatomSizeReduction,sdtw_div,10.0,0.9640522875816994,10.895309686660768,16,306,4
WordSynonyms,sharp_sdtw_div,0.5,0.4561128526645768,232.5521776676178,267,638,25
DiatomSizeReduction,sharp_sdtw_div,10.0,0.954248366013072,12.3876371383667,16,306,4
DistalPhalanxOutlineAgeGroup,sdtw_div,0.5,0.7050359712230215,2.545823574066162,400,139,3
CricketY,sharp_sdtw_div,7.0,0.5435897435897435,290.07117342948914,390,390,12
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,0.5,0.7266187050359713,5.908544063568115,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw_div,1.0,0.7194244604316546,2.2294163703918457,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,1.0,0.7050359712230215,4.664141178131104,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw_div,3.0,0.7194244604316546,1.1967101097106934,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,3.0,0.7122302158273381,2.4889838695526123,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw_div,5.0,0.7122302158273381,1.0451078414916992,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,5.0,0.7194244604316546,1.7702856063842771,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw_div,7.0,0.7050359712230215,1.040592908859253,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,7.0,0.7194244604316546,1.396168231964111,400,139,3
DistalPhalanxOutlineAgeGroup,sdtw_div,10.0,0.697841726618705,1.039071798324585,400,139,3
DistalPhalanxOutlineAgeGroup,sharp_sdtw_div,10.0,0.7194244604316546,1.3748564720153809,400,139,3
DistalPhalanxOutlineCorrect,sdtw_div,0.5,0.5760869565217391,7.436249017715454,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,0.5,0.5217391304347826,10.176974296569824,600,276,2
DistalPhalanxOutlineCorrect,sdtw_div,1.0,0.6594202898550725,5.254478693008423,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,1.0,0.5797101449275363,10.341431617736816,600,276,2
DistalPhalanxOutlineCorrect,sdtw_div,3.0,0.644927536231884,1.827850103378296,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,3.0,0.644927536231884,5.029811859130859,600,276,2
DistalPhalanxOutlineCorrect,sdtw_div,5.0,0.6413043478260869,1.822256088256836,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,5.0,0.644927536231884,2.8676013946533203,600,276,2
DistalPhalanxOutlineCorrect,sdtw_div,7.0,0.644927536231884,1.61891770362854,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,7.0,0.644927536231884,2.6979124546051025,600,276,2
DistalPhalanxOutlineCorrect,sdtw_div,10.0,0.644927536231884,1.6165807247161863,600,276,2
DistalPhalanxOutlineCorrect,sharp_sdtw_div,10.0,0.6340579710144928,2.425581693649292,600,276,2
DistalPhalanxTW,sdtw_div,0.5,0.60431654676259,1.4481632709503174,400,139,6
DistalPhalanxTW,sharp_sdtw_div,0.5,0.6115107913669064,2.7448322772979736,400,139,6
DistalPhalanxTW,sdtw_div,1.0,0.60431654676259,1.3922975063323977,400,139,6
DistalPhalanxTW,sharp_sdtw_div,1.0,0.6187050359712231,1.996351957321167,400,139,6
DistalPhalanxTW,sdtw_div,3.0,0.6258992805755396,1.27349591255188,400,139,6
DistalPhalanxTW,sharp_sdtw_div,3.0,0.5971223021582733,1.7269797325134275,400,139,6
DistalPhalanxTW,sdtw_div,5.0,0.6187050359712231,1.2646498680114746,400,139,6
DistalPhalanxTW,sharp_sdtw_div,5.0,0.6115107913669064,1.6423442363739014,400,139,6
DistalPhalanxTW,sdtw_div,7.0,0.6115107913669064,1.243685960769653,400,139,6
DistalPhalanxTW,sharp_sdtw_div,7.0,0.6187050359712231,1.632509708404541,400,139,6
DistalPhalanxTW,sdtw_div,10.0,0.5971223021582733,1.2400929927825928,400,139,6
DistalPhalanxTW,sharp_sdtw_div,10.0,0.6187050359712231,1.6204173564910889,400,139,6
WordSynonyms,sdtw_div,1.0,0.5219435736677116,128.75882053375244,267,638,25
Lightning2,sharp_sdtw_div,10.0,0.7540983606557377,225.9462189674377,60,61,2
CricketY,sdtw_div,10.0,0.4871794871794871,142.43550968170166,390,390,12
Lightning7,sdtw_div,0.5,0.8356164383561644,26.236111640930176,70,73,7
Lightning7,sharp_sdtw_div,0.5,0.7671232876712328,55.29371190071106,70,73,7
Lightning7,sdtw_div,1.0,0.7397260273972602,24.34225082397461,70,73,7
Lightning7,sharp_sdtw_div,1.0,0.5753424657534246,45.607829332351685,70,73,7
WordSynonyms,sharp_sdtw_div,1.0,0.5219435736677116,179.8795747756958,267,638,25
Lightning7,sdtw_div,3.0,0.6712328767123288,24.166887998580933,70,73,7
Lightning7,sharp_sdtw_div,3.0,0.6164383561643836,37.90818476676941,70,73,7
Lightning7,sdtw_div,5.0,0.6986301369863014,24.789613485336304,70,73,7
Lightning7,sharp_sdtw_div,5.0,0.6575342465753424,42.09570050239563,70,73,7
WordSynonyms,sdtw_div,3.0,0.5109717868338558,118.62544393539427,267,638,25
CricketY,sharp_sdtw_div,10.0,0.4769230769230769,293.041953086853,390,390,12
Lightning7,sdtw_div,7.0,0.684931506849315,27.011977910995483,70,73,7
Lightning7,sharp_sdtw_div,7.0,0.6712328767123288,43.703673362731934,70,73,7
Lightning7,sdtw_div,10.0,0.7123287671232876,24.833112001419067,70,73,7
Lightning7,sharp_sdtw_div,10.0,0.726027397260274,46.62814950942993,70,73,7
WordSynonyms,sharp_sdtw_div,3.0,0.5250783699059561,180.91744184494016,267,638,25
Earthquakes,sdtw_div,0.5,0.5539568345323741,220.48809099197388,322,139,2
WordSynonyms,sdtw_div,5.0,0.4905956112852664,113.6688883304596,267,638,25
WordSynonyms,sharp_sdtw_div,3.0,0.5250783699059561,271.8189928531647,267,638,25
WordSynonyms,sharp_sdtw_div,5.0,0.5188087774294671,184.2747931480408,267,638,25
WordSynonyms,sdtw_div,7.0,0.463949843260188,108.1302182674408,267,638,25
Earthquakes,sharp_sdtw_div,0.5,0.5251798561151079,427.3094322681427,322,139,2
WordSynonyms,sharp_sdtw_div,5.0,0.5188087774294671,277.2851936817169,267,638,25
WordSynonyms,sharp_sdtw_div,7.0,0.5329153605015674,156.08485460281372,267,638,25
WordSynonyms,sdtw_div,10.0,0.4420062695924764,103.29673719406128,267,638,25
Earthquakes,sdtw_div,1.0,0.5539568345323741,252.0521869659424,322,139,2
WordSynonyms,sharp_sdtw_div,7.0,0.5329153605015674,232.5910308361053,267,638,25
WordSynonyms,sharp_sdtw_div,10.0,0.5094043887147336,151.61911869049072,267,638,25
BME,sdtw_div,0.5,0.64,1.5607683658599854,30,150,3
BME,sharp_sdtw_div,0.5,0.7866666666666666,3.55644154548645,30,150,3
BME,sdtw_div,1.0,0.64,1.5528130531311035,30,150,3
BME,sharp_sdtw_div,1.0,0.64,2.8217244148254395,30,150,3
BME,sdtw_div,3.0,0.64,0.8891222476959229,30,150,3
BME,sharp_sdtw_div,3.0,0.6266666666666667,1.7976727485656738,30,150,3
BME,sdtw_div,5.0,0.64,0.8347337245941162,30,150,3
BME,sharp_sdtw_div,5.0,0.6266666666666667,1.1989531517028809,30,150,3
BME,sdtw_div,7.0,0.64,0.7277235984802246,30,150,3
BME,sharp_sdtw_div,7.0,0.6333333333333333,1.1608164310455322,30,150,3
BME,sdtw_div,10.0,0.64,0.7140312194824219,30,150,3
BME,sharp_sdtw_div,10.0,0.64,1.049429178237915,30,150,3
FreezerRegularTrain,sdtw_div,0.5,0.7652631578947369,91.4303994178772,150,2850,2
WordSynonyms,sharp_sdtw_div,10.0,0.5094043887147336,225.45853424072263,267,638,25
FreezerRegularTrain,sharp_sdtw_div,0.5,0.7642105263157895,153.12218689918518,150,2850,2
FreezerRegularTrain,sdtw_div,1.0,0.7656140350877193,55.988816022872925,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,1.0,0.7684210526315789,175.01244401931763,150,2850,2
Earthquakes,sharp_sdtw_div,1.0,0.5611510791366906,595.3326904773712,322,139,2
FreezerRegularTrain,sdtw_div,3.0,0.7659649122807017,49.49464964866638,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,3.0,0.7712280701754386,144.80892610549927,150,2850,2
FreezerRegularTrain,sdtw_div,5.0,0.767719298245614,43.32693600654602,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,5.0,0.7680701754385965,63.260401010513306,150,2850,2
FreezerRegularTrain,sdtw_div,7.0,0.7680701754385965,42.25744819641113,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,7.0,0.7652631578947369,53.75736403465271,150,2850,2
FreezerRegularTrain,sdtw_div,10.0,0.767719298245614,42.22599482536316,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,10.0,0.7663157894736842,50.60847187042236,150,2850,2
Chinatown,sharp_sdtw_div,1.0,0.8833819241982507,0.0785596370697021,20,343,2
Earthquakes,sdtw_div,7.0,0.6834532374100719,503.80589962005615,322,139,2
Earthquakes,sharp_sdtw_div,7.0,0.7338129496402878,888.4846420288086,322,139,2
Earthquakes,sdtw_div,3.0,0.6618705035971223,348.7953872680664,322,139,2
Earthquakes,sdtw_div,10.0,0.6115107913669064,402.335725069046,322,139,2
Earthquakes,sharp_sdtw_div,3.0,0.5611510791366906,658.1573214530945,322,139,2
Earthquakes,sharp_sdtw_div,10.0,0.6834532374100719,833.9372627735138,322,139,2
Earthquakes,sdtw_div,5.0,0.7194244604316546,402.9757356643677,322,139,2
Earthquakes,sharp_sdtw_div,5.0,0.5899280575539568,751.0219211578369,322,139,2
